t,X,Y,Z
0.000100475503,276.272186,3.11208296,9076.29297
0.000200437295,272.011108,2.77173305,8579.94922
0.000300313288,273.828308,2.260957,8254.82422
0.000400177989,264.545502,1.45241201,8127.22705
0.000500031514,226.147903,0.88354212,8094.96387
0.000600472675,174.589401,1.19581795,8115.09912
0.000700160512,158.679596,2.65620089,8170.35986
0.000800598413,198.948593,4.24653387,8230.26074
0.000900287472,276.652496,4.82483006,8268.91406
0.00100072694,349.322388,4.88860703,8299.66797
0.00110041804,387.673889,5.89381504,8368.00391
0.00120010995,378.128113,7.0665102,8476.2959
0.00130055402,333.057495,5.9273839,8580.18359
0.00140024896,288.541687,4.28316116,8648.54492
0.00150069594,263.79541,3.12432599,8679.11133
0.00160039403,264.125397,2.51852012,8689.06445
0.00170009502,274.782013,2.00130796,8712.87891
0.001800547,273.180786,2.613832,8770.7168
0.00190025102,253.318207,4.24022007,8850.39355
0.00200070697,229.562698,5.49675608,8925.82129
0.00210041506,220.8349,5.13306904,8972.20508
0.00220012502,230.776993,5.08494377,8990.60254
0.00230058609,252.491699,4.8069191,9002.93848
0.0024003,270.460907,3.86985993,9042.07422
0.00250001391,277.993408,1.96904397,9115.24902
0.00260048104,280.449188,0.787487388,9204.59082
0.00270019891,286.933594,-1.27424705,9285.47168
0.00280066906,289.030487,-2.78567696,9338.60645
0.00290038995,277.274902,-3.80878806,9366.28223
0.00300011295,251.3423,-2.67791009,9386.38184
0.00310058799,220.7052,2.91027689,9411.79688
0.00320031401,198.949005,11.4718199,9441.99219
0.00330004189,194.181503,21.15271,9469.34863
0.00340052089,206.121094,31.4340992,9496.75195
0.00350025296,228.099899,41.4636803,9532.64648
0.00360073592,248.346802,50.2198181,9587.75977
0.00370047195,260.364014,55.9029198,9671.72852
0.00380021008,264.811096,58.5185509,9774.94141
0.00390070095,268.097992,58.2041092,9869.14062
0.00400044303,272.481812,54.1270714,9920.13184
0.00410018815,278.830292,47.4754486,9910.34277
0.00420068298,283.186615,41.0388184,9840.40332
0.00430042995,280.09259,37.0223999,9727.65918
0.00440017693,269.269409,36.9572983,9606.90918
0.00450067595,252.430496,39.9187012,9527.84277
0.00460042479,239.1716,45.2917099,9536.96582
0.00470017502,239.817993,51.7492294,9642.63379
0.00480067497,260.686401,59.045929,9793.63379
0.00490042614,290.467285,66.0979767,9918.62695
0.00500017777,307.863586,70.5873108,9983.82227
0.00510068098,298.99411,72.2070465,9999.26855
0.00520043401,272.780396,70.424881,9990.46094
0.00530018797,252.123093,63.6053314,9967.77148
0.00540069398,255.220001,52.2637405,9929.53418
0.0055004498,278.567596,38.9027214,9881.53516
0.00560020702,296.286499,29.1114502,9852.0957
0.00570071582,285.949585,29.0192604,9868.83984
0.0058004749,253.864197,42.3388901,9921.23047
0.00590023585,230.033401,69.6885376,9960.98438
0.00600074884,234.750305,107.514999,9951.01367
0.00610051211,260.324493,148.860199,9908.16602
0.00620027678,286.418793,184.792297,9868.64453
0.00630004192,297.606689,204.631699,9835.80664
0.00640056003,293.550812,203.272293,9795.59473
0.00650032796,276.928802,178.4272,9772.48828
0.00660009682,251.599503,132.128098,9814.25879
0.00670061819,228.888901,71.8400116,9913.7207
0.00680038985,214.367798,10.8192701,9998.56934
0.00690016197,199.647003,-39.2372894,10017.3799
0.00700068614,181.188095,-70.4876785,9976.97266
0.00710046012,170.6548,-78.0783234,9892.13867
0.00720023504,182.488998,-62.0913811,9764.57129
0.00730000995,214.949097,-27.8123093,9632.22168
0.00740053505,257.473511,14.0619097,9571.81641
0.00750030996,295.180908,52.4303589,9628.35254
0.00760008488,312.808807,81.3029099,9769.4873
0.00770060997,307.239594,96.0671997,9926.34375
0.00780038303,292.302399,94.677803,10031.0195
0.00790015515,281.001312,79.2466736,10035.3896
0.00800067745,270.016296,56.3490906,9929.55371
0.00810044538,257.949493,31.8633099,9766.13672
0.00820062403,248.8703,10.2299995,9625.47266
0.00830031466,242.720993,-4.28856993,9578.56348
0.00840000529,238.734802,-9.78695679,9649.44922
0.00850044005,246.0905,-7.08386087,9796.52148
0.00860013068,264.803406,3.23598599,9920.97363
0.00870056543,279.005005,20.1950092,9944.10254
0.00880023558,274.742096,39.6456718,9852.14453
0.00890067033,250.344803,56.9381218,9690.56934
0.00900036097,211.648499,66.7372208,9542.07617
0.0091000516,173.833206,65.0988235,9489.71094
0.00920072012,157.481598,49.5222511,9574.07324
0.00930064172,169.490601,21.8470097,9757.69922
0.00940056331,203.739395,-11.7243204,9952.94629
0.00950043183,249.633408,-42.3062096,10064.5098
0.00960030127,291.386108,-62.8012695,10038.4004
0.00970022287,313.063202,-67.549942,9892.05566
0.00980009139,312.250793,-55.696209,9704.91211
0.00990001298,301.336487,-29.9902897,9570.05176
0.0100006601,294.075104,2.49012089,9550.42578
0.0101005305,300.580688,34.7118912,9657.95898
0.0102003897,322.772186,63.01437,9837.62988
0.0103002097,354.109985,82.5290527,9993.28516
0.0104006296,376.522888,91.6106262,10041.6602
0.0105002699,372.329895,91.2512512,9960.01758
0.0106006404,337.050903,83.9814301,9792.68066
0.0107002398,281.755615,72.5031662,9628.94824
0.0108005898,228.058807,59.350071,9552.84277
0.0109001799,201.921799,47.6705513,9602.55762
0.0110005001,211.422302,38.8757286,9749.11523
