t,X,Y,Z
0.000100475503,8.47241608e-07,-3.1772659e-05,1.17833402e-07
0.000200437295,5.49074912e-06,-0.000106870299,3.70039487e-07
0.000300313288,1.236568e-05,-0.000156395807,3.35926103e-07
0.000400177989,2.01800995e-05,-0.0001810502,6.09298525e-07
0.000500031514,2.92981495e-05,-0.000215374996,1.94392896e-06
0.000600472675,3.89271991e-05,-0.00027419909,2.93850007e-06
0.000700160512,4.56560992e-05,-0.000320881198,2.588808e-06
0.000800598413,4.68263606e-05,-0.000282236986,2.04662001e-06
0.000900287472,4.28976891e-05,-9.55439173e-05,2.01344892e-06
0.00100072694,3.72274008e-05,0.000253841805,2.3074499e-06
0.00110041804,3.20222498e-05,0.000687094522,2.993831e-06
0.00120010995,2.64029495e-05,0.00107842102,5.30388616e-06
0.00130055402,1.99837505e-05,0.00134227902,8.42984355e-06
0.00140024896,1.47913097e-05,0.00147473498,9.13432541e-06
0.00150069594,1.17992604e-05,0.00152546202,5.20192998e-06
0.00160039403,1.27030398e-05,0.00154624297,-1.67425901e-06
0.00170009502,2.00534196e-05,0.00156831497,-7.95660344e-06
0.001800547,3.28746901e-05,0.00158765505,-1.07124397e-05
0.00190025102,4.70395316e-05,0.00159049605,-9.17011857e-06
0.00200070697,5.86099013e-05,0.00158641802,-3.44674004e-06
0.00210041506,6.42474988e-05,0.00160553202,3.62969399e-06
0.00220012502,6.39201535e-05,0.00167646597,9.45736156e-06
0.00230058609,6.01551801e-05,0.00181304605,1.21598296e-05
0.0024003,5.85788403e-05,0.00200979901,1.29529799e-05
0.00250001391,6.18020276e-05,0.00225459388,1.15620196e-05
0.00260048104,6.69561487e-05,0.0025331541,7.28532905e-06
0.00270019891,6.90180168e-05,0.00282627507,6.83660119e-07
0.00280066906,6.52933522e-05,0.00312702102,-5.02642115e-06
0.00290038995,5.6120949e-05,0.00340841711,-6.67788208e-06
0.00300011295,4.38866082e-05,0.00363758393,-4.06001482e-06
0.00310058799,2.81719695e-05,0.00379313994,2.173231e-06
0.00320031401,2.66249208e-06,0.0038772081,5.53438895e-06
0.00330004189,-4.35952788e-05,0.0039186161,1.89482103e-06
0.00340052089,-0.0001211626,0.00395454513,-9.36248671e-06
0.00350025296,-0.000234091494,0.0040198951,-3.04233108e-05
0.00360073592,-0.000382107508,0.00413602311,-6.05919195e-05
0.00370047195,-0.000556162326,0.00429851003,-9.47687222e-05
0.00380021008,-0.000748166523,0.00449570315,-0.000131769702
0.00390070095,-0.000952062604,0.00472251,-0.000175480993
0.00400044303,-0.00115682394,0.00497344881,-0.000227569399
0.00410018815,-0.00135580194,0.0052505252,-0.000285787712
0.00420068298,-0.00154641795,0.00555148907,-0.000348550908
0.00430042995,-0.00172540406,0.00585749699,-0.000410440407
0.00440017693,-0.00189857197,0.00615138095,-0.000467897014
0.00450067595,-0.00207645306,0.00642172899,-0.000522766903
0.00460042479,-0.00226586289,0.0066687949,-0.000576298626
0.00470017502,-0.00247571501,0.00691279396,-0.000631915173
0.00480067497,-0.00271018501,0.0071804258,-0.000694520772
0.00490042614,-0.00296462909,0.00748518715,-0.000764033291
0.00500017777,-0.00323479692,0.0078176884,-0.000837245316
0.00510068098,-0.00351367309,0.00814092811,-0.000910790579
0.00520043401,-0.00379182491,0.00841451623,-0.000983068836
0.00530018797,-0.00406604493,0.00864112563,-0.001056924
0.00540069398,-0.00432822481,0.00885700155,-0.00113431097
0.0055004498,-0.00456521101,0.00909982808,-0.00121240702
0.00560020702,-0.00477830414,0.00938775763,-0.001288831
0.00570071582,-0.00498376321,0.00970522314,-0.00136328302
0.0058004749,-0.00520848809,0.0100156898,-0.00143778895
0.00590023585,-0.00548922084,0.0103092398,-0.00151740701
0.00600074884,-0.0058600232,0.0106046796,-0.00160946301
0.00610051211,-0.00632966822,0.0109188799,-0.00172179204
0.00620027678,-0.00689005386,0.0112576997,-0.00185963197
0.00630004192,-0.0075054192,0.01160549,-0.0020194219
0.00640056003,-0.00813012198,0.0119409403,-0.00219552894
0.00650032796,-0.00870190654,0.0122389998,-0.00237638899
0.00660009682,-0.00917606056,0.0124881398,-0.00255242293
0.00670061819,-0.00951817445,0.0126945702,-0.00271417503
0.00680038985,-0.00971008278,0.0128786303,-0.00285134604
0.00690016197,-0.00977010094,0.0130589502,-0.00296109403
0.00700068614,-0.00973398611,0.0132381404,-0.00304358406
0.00710046012,-0.00965333171,0.0134180803,-0.003099625
0.00720023504,-0.00958492793,0.01361812,-0.00313375401
0.00730000995,-0.00957698002,0.0138570899,-0.00315502798
0.00740053505,-0.0096569024,0.0141448099,-0.00317543605
0.00750030996,-0.00982444268,0.0144767798,-0.00320205907
0.00760008488,-0.0100595299,0.0148380799,-0.0032391951
0.00770060997,-0.0103315404,0.0151967099,-0.00329152099
0.00780038303,-0.0106002903,0.0155202504,-0.00335783605
0.00790015515,-0.0108367903,0.0158073194,-0.00343424804
0.00800067745,-0.0110223498,0.0160646401,-0.00351859699
0.00810044538,-0.0111474805,0.0162959695,-0.00360670104
0.00820062403,-0.01121822,0.0165230092,-0.00369372801
0.00830031466,-0.0112500899,0.0167661607,-0.003774771
0.00840000529,-0.0112676201,0.01704018,-0.00385121908
0.00850044005,-0.01129496,0.0173608307,-0.00392417004
0.00860013068,-0.0113512101,0.0177367404,-0.003993758
0.00870056543,-0.0114513198,0.0181634706,-0.00406527007
0.00880023558,-0.01159772,0.0185918491,-0.00414105412
0.00890067033,-0.0117835701,0.0189716406,-0.00422194786
0.00900036097,-0.0119885197,0.0192502607,-0.00430326723
0.0091000516,-0.0121903801,0.0194145199,-0.00438060006
0.00920072012,-0.0123628099,0.0194967892,-0.00444973214
0.00930064172,-0.0124766603,0.0195659492,-0.00450365106
0.00940056331,-0.0125184199,0.0196963195,-0.004536313
0.00950043183,-0.0124907102,0.0199361201,-0.00454606395
0.00960030127,-0.01241476,0.0202943292,-0.00453672512
0.00970022287,-0.0123235099,0.02073895,-0.0045149331
0.00980009139,-0.0122573301,0.0212154593,-0.004490308
0.00990001298,-0.01225363,0.0216819104,-0.00447541289
0.0100006601,-0.01233772,0.0221299995,-0.00448010396
0.0101005305,-0.0125132296,0.0225691609,-0.00450725015
0.0102003897,-0.0127688199,0.0230306704,-0.00455587823
0.0103002097,-0.0130817303,0.0235363506,-0.0046229288
0.0104006296,-0.0134261297,0.0240836907,-0.00470541418
0.0105002699,-0.0137715302,0.0246245693,-0.00479687797
0.0106006404,-0.0141052203,0.0251085404,-0.00489485497
0.0107002398,-0.0144136297,0.0254822094,-0.0049949619
0.0108005898,-0.0146996398,0.0257437099,-0.00509491097
0.0109001799,-0.0149639901,0.0259330999,-0.00518960599
0.0110005001,-0.0152197201,0.0261333305,-0.00527593214
0.0111007504,-0.0154753402,0.02641619,-0.00534757785
0.0112001197,-0.0157408006,0.0268099699,-0.00540255895
0.0113003496,-0.01603158,0.0272940509,-0.00544546591
0.0114003802,-0.0163511802,0.0277874004,-0.00548137398
0.0115002003,-0.0166983493,0.0282024592,-0.00551548507
0.0116002196,-0.0170704909,0.0284844302,-0.00555175403
0.0117003797,-0.0174615793,0.0286356006,-0.00559369894
0.0118003301,-0.0178612508,0.02871475,-0.00564152002
0.0119003002,-0.0182612408,0.0288091693,-0.0056927288
0.0120003698,-0.0186591707,0.0289962608,-0.0057450789
0.0121005801,-0.0190575905,0.0293107796,-0.00579809304
0.0122005604,-0.0194608308,0.0297326297,-0.005851564
0.01230036,-0.0198774002,0.0302025601,-0.00590813719
0.0124005396,-0.0203158502,0.0306497198,-0.00597141078
0.0125000104,-0.0207749009,0.0310189296,-0.00604504207
0.0126007097,-0.0212630406,0.0313109308,-0.00613239687
0.0127000902,-0.0217653699,0.0315569192,-0.0062283352
0.0128000202,-0.0222881008,0.0318239406,-0.00632902095
0.0129006803,-0.0228289608,0.0321619697,-0.00643235911
0.0130005199,-0.0233764593,0.0325763598,-0.006536962
0.0131001603,-0.0239299908,0.0330367684,-0.00664404407
0.0132005196,-0.0244896002,0.0334900618,-0.00675622979
0.0133005604,-0.0250439905,0.0338848308,-0.00687311683
0.0134003703,-0.0255898498,0.0342167504,-0.00699182693
